"ID","DATE","TO USER ACCOUNT","TO USER ACCOUNT ID","TO ETH ADDRESS","FROM USER ACCOUNT","FROM USER ACCOUNT ID","FROM ETH ADDRESS","REASON","SOURCE ID","SOURCE NAME","SCORE 1","SCORE 2","SCORE 3","DUPLICATE ID 1","DUPLICATE ID 2","DUPLICATE ID 3","DISMISSED 1","DISMISSED 2","DISMISSED 3","QUANTIFIER 1 USERNAME","QUANTIFIER 1 ETH ADDRESS","QUANTIFIER 2 USERNAME","QUANTIFIER 2 ETH ADDRESS","QUANTIFIER 3 USERNAME","QUANTIFIER 3 ETH ADDRESS","AVG SCORE"
"62c5f7dd262dbd2259e42a7e","2022-04-06T22:00:00.000Z","sem(🌸,🐝)#0161","62c212f0cfceab568c65fffa",,"Yineisy Mota#1449","62b33e7ecfceab568c5fdfea","0x5A227E2919A49f9d4698e9fd2B318EfCd0f16Bda","for helping me with the Wiki issue!! 🙏 ✨  I definitely won't play in GitHub anymore 😅 ","DISCORD:776352358832930816:778150291706609703","DISCORD:Commons%20Stack:%F0%9F%99%8F%EF%BD%9Cpraise",8,13,3,,,,false,false,false,"liviade#1387","0xF8D1d34956cEa24718cf8687588D6FeDbc6d9AA6","Tamarandom#9361","0xcf79C7EaEC5BDC1A9e32D099C5D6BdF67E4cF6e8","usamaahmed#9991","0xED23B82A6b1b0d2e75b87c01B0FDc7fCfb49f456",8
"62c5f7dd262dbd2259e42a7f","2022-04-06T22:00:00.000Z","mafer_cordovas#1034","62b34034cfceab568c5fe11c","0xD5288ED50a195017E5B30595F65091a7767817a4","Yineisy Mota#1449","62b33e7ecfceab568c5fdfea","0x5A227E2919A49f9d4698e9fd2B318EfCd0f16Bda","for helping me with the Wiki issue!! 🙏 ✨  I definitely won't play in GitHub anymore 😅 ","DISCORD:776352358832930816:778150291706609703","DISCORD:Commons%20Stack:%F0%9F%99%8F%EF%BD%9Cpraise",8,3,13,,,,false,false,false,"liviade#1387","0xF8D1d34956cEa24718cf8687588D6FeDbc6d9AA6","Yineisy Mota#1449","0x5A227E2919A49f9d4698e9fd2B318EfCd0f16Bda","usamaahmed#9991","0xED23B82A6b1b0d2e75b87c01B0FDc7fCfb49f456",8
"62c5f7dd262dbd2259e42a80","2022-04-08T22:00:00.000Z","ALOYSIOUS#3049","62c5f702cfceab568c67a1d0",,"freshelle#9882","62bdca68cfceab568c6438bb","0x38f80f8f76B1C44B2beeFB63bb561F570fb6ddB6","@KZ Flyer @Yineisy Mota @Gregory | RND for mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 🙏🏼🌱 ","DISCORD:776352358832930816:778150291706609703","DISCORD:Commons%20Stack:%F0%9F%99%8F%EF%BD%9Cpraise",3,1,1,,,,false,false,false,"RachaelMalachy#5837","0xA15150D172BA951b4E5a20B2Ca3Cc0Cb0D77d125","Tamarandom#9361","0xcf79C7EaEC5BDC1A9e32D099C5D6BdF67E4cF6e8","usamaahmed#9991","0xED23B82A6b1b0d2e75b87c01B0FDc7fCfb49f456",1.67
"62c5f7dd262dbd2259e42a81","2022-04-08T22:00:00.000Z","AnnAnna#4694","62c5f702cfceab568c67a264","0x9Ef53569800e203C20200256CF134abc675bC8e1","freshelle#9882","62bdca68cfceab568c6438bb","0x38f80f8f76B1C44B2beeFB63bb561F570fb6ddB6","@KZ Flyer @Yineisy Mota @Gregory | RND for mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 🙏🏼🌱 ","DISCORD:776352358832930816:778150291706609703","DISCORD:Commons%20Stack:%F0%9F%99%8F%EF%BD%9Cpraise",1,1,1,,,,false,false,false,"mafer_cordovas#1034","0xD5288ED50a195017E5B30595F65091a7767817a4","liviade#1387","0xF8D1d34956cEa24718cf8687588D6FeDbc6d9AA6","Yineisy Mota#1449","0x5A227E2919A49f9d4698e9fd2B318EfCd0f16Bda",1
"62c5f7dd262dbd2259e42a82","2022-04-08T22:00:00.000Z","GideonRo#3175","62c5f702cfceab568c67a21f",,"freshelle#9882","62bdca68cfceab568c6438bb","0x38f80f8f76B1C44B2beeFB63bb561F570fb6ddB6","@KZ Flyer @Yineisy Mota @Gregory | RND for mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 🙏🏼🌱 ","DISCORD:776352358832930816:778150291706609703","DISCORD:Commons%20Stack:%F0%9F%99%8F%EF%BD%9Cpraise",1,3,1,,,,false,false,false,"liviade#1387","0xF8D1d34956cEa24718cf8687588D6FeDbc6d9AA6","RachaelMalachy#5837","0xA15150D172BA951b4E5a20B2Ca3Cc0Cb0D77d125","usamaahmed#9991","0xED23B82A6b1b0d2e75b87c01B0FDc7fCfb49f456",1.67
"62c5f7dd262dbd2259e42a83","2022-04-08T22:00:00.000Z","KZ Flyer#0926","62bf3bf9cfceab568c64d40a","0x343EF442adD9bd565D51b606f444F9221AD0Aeb6","freshelle#9882","62bdca68cfceab568c6438bb","0x38f80f8f76B1C44B2beeFB63bb561F570fb6ddB6","@KZ Flyer @Yineisy Mota @Gregory | RND for mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 🙏🏼🌱 ","DISCORD:776352358832930816:778150291706609703","DISCORD:Commons%20Stack:%F0%9F%99%8F%EF%BD%9Cpraise",1,1,0,,,,false,false,false,"Yineisy Mota#1449","0x5A227E2919A49f9d4698e9fd2B318EfCd0f16Bda","usamaahmed#9991","0xED23B82A6b1b0d2e75b87c01B0FDc7fCfb49f456","usamaahmed#9991","0xED23B82A6b1b0d2e75b87c01B0FDc7fCfb49f456",1
"62c5f7dd262dbd2259e42a84","2022-04-08T22:00:00.000Z","Kojak#5611","62c5f702cfceab568c67a2a8","0xe3181f4596509af72d684D89947DF309f41F65FF","freshelle#9882","62bdca68cfceab568c6438bb","0x38f80f8f76B1C44B2beeFB63bb561F570fb6ddB6","@KZ Flyer @Yineisy Mota @Gregory | RND for mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 🙏🏼🌱 ","DISCORD:776352358832930816:778150291706609703","DISCORD:Commons%20Stack:%F0%9F%99%8F%EF%BD%9Cpraise",1,3,1,,,,false,false,false,"mafer_cordovas#1034","0xD5288ED50a195017E5B30595F65091a7767817a4","RachaelMalachy#5837","0xA15150D172BA951b4E5a20B2Ca3Cc0Cb0D77d125","usamaahmed#9991","0xED23B82A6b1b0d2e75b87c01B0FDc7fCfb49f456",1.67
"62c5f7dd262dbd2259e42a85","2022-04-08T22:00:00.000Z","mafer_cordovas#1034","62b34034cfceab568c5fe11c","0xD5288ED50a195017E5B30595F65091a7767817a4","freshelle#9882","62bdca68cfceab568c6438bb","0x38f80f8f76B1C44B2beeFB63bb561F570fb6ddB6","@KZ Flyer @Yineisy Mota @Gregory | RND for mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 🙏🏼🌱 ","DISCORD:776352358832930816:778150291706609703","DISCORD:Commons%20Stack:%F0%9F%99%8F%EF%BD%9Cpraise",1,1,1,,,,false,false,false,"liviade#1387","0xF8D1d34956cEa24718cf8687588D6FeDbc6d9AA6","Yineisy Mota#1449","0x5A227E2919A49f9d4698e9fd2B318EfCd0f16Bda","usamaahmed#9991","0xED23B82A6b1b0d2e75b87c01B0FDc7fCfb49f456",1
"62c5f7dd262dbd2259e42a86","2022-04-08T22:00:00.000Z","shawn#7046","62c5f702cfceab568c67a1d6",,"freshelle#9882","62bdca68cfceab568c6438bb","0x38f80f8f76B1C44B2beeFB63bb561F570fb6ddB6","@KZ Flyer @Yineisy Mota @Gregory | RND for mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 🙏🏼🌱 ","DISCORD:776352358832930816:778150291706609703","DISCORD:Commons%20Stack:%F0%9F%99%8F%EF%BD%9Cpraise",1,1,1,,,,false,false,false,"mafer_cordovas#1034","0xD5288ED50a195017E5B30595F65091a7767817a4","Tamarandom#9361","0xcf79C7EaEC5BDC1A9e32D099C5D6BdF67E4cF6e8","Yineisy Mota#1449","0x5A227E2919A49f9d4698e9fd2B318EfCd0f16Bda",1
"62c5f7dd262dbd2259e42a87","2022-04-08T22:00:00.000Z","Yineisy Mota#1449","62b33e7ecfceab568c5fdfea","0x5A227E2919A49f9d4698e9fd2B318EfCd0f16Bda","freshelle#9882","62bdca68cfceab568c6438bb","0x38f80f8f76B1C44B2beeFB63bb561F570fb6ddB6","@KZ Flyer @Yineisy Mota @Gregory | RND for mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 🙏🏼🌱 ","DISCORD:776352358832930816:778150291706609703","DISCORD:Commons%20Stack:%F0%9F%99%8F%EF%BD%9Cpraise",1,3,1,,,,false,false,false,"mafer_cordovas#1034","0xD5288ED50a195017E5B30595F65091a7767817a4","RachaelMalachy#5837","0xA15150D172BA951b4E5a20B2Ca3Cc0Cb0D77d125","Tamarandom#9361","0xcf79C7EaEC5BDC1A9e32D099C5D6BdF67E4cF6e8",1.67
"62c5f7dd262dbd2259e42a88","2022-04-08T22:00:00.000Z","zero_2hero#1086","62c5f7ddcfceab568c67a78d","0x45e036dA221032D814A8bF0EF46943f83E95b409","freshelle#9882","62bdca68cfceab568c6438bb","0x38f80f8f76B1C44B2beeFB63bb561F570fb6ddB6","@KZ Flyer @Yineisy Mota @Gregory | RND for mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 🙏🏼🌱 ","DISCORD:776352358832930816:778150291706609703","DISCORD:Commons%20Stack:%F0%9F%99%8F%EF%BD%9Cpraise",3,1,1,,,,false,false,false,"RachaelMalachy#5837","0xA15150D172BA951b4E5a20B2Ca3Cc0Cb0D77d125","Yineisy Mota#1449","0x5A227E2919A49f9d4698e9fd2B318EfCd0f16Bda","usamaahmed#9991","0xED23B82A6b1b0d2e75b87c01B0FDc7fCfb49f456",1.67
"62c5f7dd262dbd2259e42a89","2022-04-08T22:00:00.000Z","Gregory | RND#1990","62c5f7ddcfceab568c67a74a",,"freshelle#9882","62bdca68cfceab568c6438bb","0x38f80f8f76B1C44B2beeFB63bb561F570fb6ddB6","@KZ Flyer @Yineisy Mota @Gregory | RND for mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 🙏🏼🌱 ","DISCORD:776352358832930816:778150291706609703","DISCORD:Commons%20Stack:%F0%9F%99%8F%EF%BD%9Cpraise",3,1,1,,,,false,false,false,"RachaelMalachy#5837","0xA15150D172BA951b4E5a20B2Ca3Cc0Cb0D77d125","Tamarandom#9361","0xcf79C7EaEC5BDC1A9e32D099C5D6BdF67E4cF6e8","usamaahmed#9991","0xED23B82A6b1b0d2e75b87c01B0FDc7fCfb49f456",1.67
"62c5f7dd262dbd2259e42a8a","2022-04-08T22:00:00.000Z","mercedesrodsim#1317","62bdca99cfceab568c643909",,"freshelle#9882","62bdca68cfceab568c6438bb","0x38f80f8f76B1C44B2beeFB63bb561F570fb6ddB6","@KZ Flyer @Yineisy Mota @Gregory | RND for mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 🙏🏼🌱 ","DISCORD:776352358832930816:778150291706609703","DISCORD:Commons%20Stack:%F0%9F%99%8F%EF%BD%9Cpraise",1,1,3,,,,false,false,false,"mafer_cordovas#1034","0xD5288ED50a195017E5B30595F65091a7767817a4","liviade#1387","0xF8D1d34956cEa24718cf8687588D6FeDbc6d9AA6","RachaelMalachy#5837","0xA15150D172BA951b4E5a20B2Ca3Cc0Cb0D77d125",1.67
"62c5f7dd262dbd2259e42a8b","2022-04-09T22:00:00.000Z","Jeremy&TheGospelOfChange#8201","62c5f702cfceab568c67a25f",,"Tamarandom#9361","62b072dbcfceab568c5eaf5e","0xcf79C7EaEC5BDC1A9e32D099C5D6BdF67E4cF6e8","for spending Sunday morning with me drafting the Giveth proposal for funding for Commons Stack. 🙌🏽 ","DISCORD:776352358832930816:778150291706609703","DISCORD:Commons%20Stack:%F0%9F%99%8F%EF%BD%9Cpraise",8,13,8,,,,false,false,false,"mafer_cordovas#1034","0xD5288ED50a195017E5B30595F65091a7767817a4","Tamarandom#9361","0xcf79C7EaEC5BDC1A9e32D099C5D6BdF67E4cF6e8","usamaahmed#9991","0xED23B82A6b1b0d2e75b87c01B0FDc7fCfb49f456",9.67
